event_name,event_time_utc,bar_time_utc,bar_lag_min,close_at_T,ret_1,ret_3,ret_6,ret_12,initial_move,pre_vol,trend_label,trend_strength,dir_ret_1,dir_ret_3,dir_ret_6,dir_ret_12,behavior_6,trend_agrees
NFP,2025-05-02 12:30:00+00:00,2025-05-02 12:30:00+00:00,0.0,1.13156,0.0016260737389091732,0.0007246632966877965,0.00030047014740712557,0.0026335324684508155,1,0.00048118600349381313,down,-0.006283340489556366,0.0016260737389091732,0.0007246632966877965,0.00030047014740712557,0.0026335324684508155,drift,False
FOMC,2025-06-18 18:00:00+00:00,2025-06-18 18:00:00+00:00,0.0,1.15045,0.0007214568212439553,0.0005215350515015289,0.0004867660480682481,-0.0032769785736016786,1,0.0002625716264371838,up,0.002929627186367245,0.0007214568212439553,0.0005215350515015289,0.0004867660480682481,-0.0032769785736016786,drift,True
ECB,2025-06-05 13:45:00+00:00,2025-06-05 13:45:00+00:00,0.0,1.14752,0.0004880089235916532,-0.000461865588399454,-0.00020914668153933523,-0.0015598856664809156,1,0.0008836061212222136,up,0.0027411478107197684,0.0004880089235916532,-0.000461865588399454,-0.00020914668153933523,-0.0015598856664809156,reversion,True
BoE,2025-05-08 12:00:00+00:00,2025-05-08 12:00:00+00:00,0.0,1.12967,3.540857064455992e-05,0.0007878406968407211,0.00015048642523923225,0.0008232492674852811,1,0.00041408678606492,down,-0.0025765932605983366,3.540857064455992e-05,0.0007878406968407211,0.00015048642523923225,0.0008232492674852811,drift,False
CPI,2025-06-11 12:30:00+00:00,2025-06-11 12:30:00+00:00,0.0,1.14763,-0.00011327692723261285,-0.0008365065395640144,-0.0017775763965736516,-0.0013941775659400885,-1,0.00018148889232763447,up,0.005474045323869969,0.00011327692723261285,0.0008365065395640144,0.0017775763965736516,0.0013941775659400885,drift,False
NFP,2025-06-06 12:30:00+00:00,2025-06-06 12:30:00+00:00,0.0,1.14103,-0.0015424660175455368,-0.0004557285960930703,-0.0015862860748622643,-0.002094598739735057,-1,0.00037665303369036486,down,-0.0034073251845886388,0.0015424660175455368,0.0004557285960930703,0.0015862860748622643,0.002094598739735057,drift,True
FOMC,2025-07-30 18:00:00+00:00,2025-07-30 18:00:00+00:00,0.0,1.14879,0.00020021065642976738,-0.00045265017975441635,0.000287258767920979,-0.005867042714508281,1,0.00015868052180971625,down,-0.0023708626579797,0.00020021065642976738,-0.00045265017975441635,0.000287258767920979,-0.005867042714508281,drift,False
ECB,2025-07-17 13:45:00+00:00,2025-07-17 13:45:00+00:00,0.0,1.15854,-0.00024168349819586374,-0.00011221019559097095,0.0003711568008011398,0.0003021043727450692,-1,0.0003614915928036713,down,-0.002207791986039487,0.00024168349819586374,0.00011221019559097095,-0.0003711568008011398,-0.0003021043727450692,reversion,True
CPI,2025-07-10 12:30:00+00:00,2025-07-10 12:30:00+00:00,0.0,1.17059,-8.54270068945191e-06,-0.00011105510896211609,0.0006236171503258164,-0.0008030138648031684,-1,0.00021853190311579203,down,-0.0012927162629906563,8.54270068945191e-06,0.00011105510896211609,-0.0006236171503258164,0.0008030138648031684,reversion,True
NFP,2025-07-03 12:30:00+00:00,2025-07-03 12:30:00+00:00,0.0,1.17235,0.0017145050539515224,7.676888301268689e-05,0.0014927282808034445,0.0031987034588646054,1,0.0001969318986040004,down,-0.008919361373378676,0.0017145050539515224,7.676888301268689e-05,0.0014927282808034445,0.0031987034588646054,drift,False
FOMC,2025-09-17 18:00:00+00:00,2025-09-17 18:00:00+00:00,0.0,1.1892,0.0015808947191388175,0.000815674402959902,-0.0013286242852338856,-0.003615876219307072,1,0.00020561517843045298,up,0.0101792538361265,0.0015808947191388175,0.000815674402959902,-0.0013286242852338856,-0.003615876219307072,reversion,True
